target,source,diffusion_count,diffusion_weighted_sum,skills_diffused,year_emission,year_adoption,avg_rca_source,avg_rca_target,diffusion_weighted_mean,source_education,source_wage,target_education,target_wage,structural_distance,education_diff_abs,education_diff_rel,wage_diff_abs,wage_diff_rel,Source_Cluster,Target_Cluster,same_cluster
13-1075.00,49-2011.00,21,24.4250111716861,Active Learning|Category Flexibility|Coordination|Inductive Reasoning|Information Ordering|Making Decisions and Solving Problems|Management of Personnel Resources|Memorization|Monitoring and Controlling Resources|Near Vision|Negotiation|Originality|Performing Administrative Activities|Persuasion|Service Orientation|Speech Clarity|Systems Evaluation|Thinking Creatively|Time Sharing|Updating and Using Relevant Knowledge|Writing,2015,2023,1.09878187293409,1.23819905378279,1.16309577008029,3.46395360463954,36840,6.04761428428529,93500,,2.58366067964575,0.74587046321442,56660,1.53800217155266,2,1,0
13-1075.00,49-2091.00,15,17.1088324733103,"Administrative|Analyzing Data or Information|Coaching and Developing Others|Deductive Reasoning|Evaluating Information to Determine Compliance with Standards|Information Ordering|Judging the Qualities of Objects, Services, or People|Making Decisions and Solving Problems|Performing Administrative Activities|Persuasion|Processing Information|Providing Consultation and Advice to Others|Public Safety and Security|Systems Evaluation|Writing",2015,2023,1.07444567380582,1.21599446747617,1.14058883155402,3.3662,58540,6.04761428428529,93500,,2.68141428428529,0.796570104059558,34960,0.597198496754356,2,1,0
13-1075.00,49-2098.00,11,12.55422742801,"Communications and Media|Education and Training|Judging the Qualities of Objects, Services, or People|Originality|Problem Sensitivity|Processing Information|Public Safety and Security|Service Orientation|Systems Evaluation|Updating and Using Relevant Knowledge|Writing",2015,2023,1.10299565850596,1.19141498637716,1.14129340254636,2.702,43420,6.04761428428529,93500,,3.34561428428529,1.23819921698197,50080,1.15338553661907,2,1,0
13-1075.00,49-3051.00,6,6.56153232291975,Administrative|Analyzing Data or Information|Deductive Reasoning|Education and Training|Flexibility of Closure|Monitoring and Controlling Resources,2015,2023,1.07191526677077,1.11722450619877,1.09358872048662,2.8377,38280,6.04761428428529,93500,,3.20991428428529,1.13116759498371,55220,1.44252873563218,2,1,0
13-1075.00,49-3092.00,10,11.6385825255008,Active Learning|Coaching and Developing Others|Flexibility of Closure|Inductive Reasoning|Negotiation|Persuasion|Providing Consultation and Advice to Others|Service Orientation|Speed of Closure|Systems Evaluation,2015,2023,1.05601518531526,1.29133100633948,1.16385825255008,2.78417841784178,35670,6.04761428428529,93500,,3.2634358664435,1.17213604039544,57830,1.62125035043454,2,1,0
13-1075.00,49-9011.00,6,7.07116740759889,Management of Financial Resources|Management of Personnel Resources|Negotiation|Providing Consultation and Advice to Others|Service Orientation|Speed of Closure,2015,2023,1.07132038230615,1.30564946714811,1.17852790126648,1.9479,38160,6.04761428428529,93500,,4.09971428428529,2.10468416463129,55340,1.45020964360587,2,1,0
13-1075.00,49-9052.00,8,9.05451046785634,Analyzing Data or Information|Communications and Media|Education and Training|English Language|Public Safety and Security|Service Orientation|Time Sharing|Updating and Using Relevant Knowledge,2015,2023,1.14701280183405,1.12556776586698,1.13181380848204,2.2836,52920,6.04761428428529,93500,,3.76401428428529,1.64828090921584,40580,0.76681783824641,2,1,0
13-1075.00,49-9061.00,25,29.5612552312845,"Active Learning|Active Listening|Administrative|Category Flexibility|Communications and Media|Deductive Reasoning|Economics and Accounting|English Language|Flexibility of Closure|Foreign Language|Inductive Reasoning|Information Ordering|Judging the Qualities of Objects, Services, or People|Management of Financial Resources|Memorization|Originality|Performing Administrative Activities|Personnel and Human Resources|Problem Sensitivity|Providing Consultation and Advice to Others|Psychology|Speech Clarity|Systems Evaluation|Thinking Creatively|Writing",2015,2023,1.13870539437556,1.23492058753191,1.18245020925138,2.89048904890489,40620,6.04761428428529,93500,,3.1571252353804,1.09224604624485,52880,1.30182176267848,1,1,1
13-1075.00,49-9092.00,14,16.2879157944472,"Coaching and Developing Others|Coordinating the Work and Activities of Others|Evaluating Information to Determine Compliance with Standards|Guiding, Directing, and Motivating Subordinates|Management of Personnel Resources|Monitoring and Controlling Resources|Negotiation|Originality|Psychology|Scheduling Work and Activities|Speed of Closure|Staffing Organizational Units|Therapy and Counseling|Time Sharing",2015,2023,1.07023794008205,1.27091417173065,1.16342255674623,3.33803380338034,50470,6.04761428428529,93500,,2.70958048090495,0.811729491223554,43030,0.852585694471964,2,1,0
13-1075.00,51-2011.00,14,16.3770069595738,Analyzing Data or Information|Developing Objectives and Strategies|Evaluating Information to Determine Compliance with Standards|Monitoring and Controlling Resources|Performing Administrative Activities|Personnel and Human Resources|Processing Information|Providing Consultation and Advice to Others|Public Safety and Security|Scheduling Work and Activities|Staffing Organizational Units|Systems Evaluation|Therapy and Counseling|Updating and Using Relevant Knowledge,2015,2023,1.0916498967715,1.2609744179602,1.16978621139813,3.0625,48970,6.04761428428529,93500,,2.98511428428529,0.974731194868665,44530,0.909332244231162,2,1,0
13-1075.00,51-3011.00,26,30.5384568853996,"Active Learning|Active Listening|Category Flexibility|Communications and Media|Coordinating the Work and Activities of Others|Coordination|Economics and Accounting|English Language|Flexibility of Closure|Foreign Language|Guiding, Directing, and Motivating Subordinates|Inductive Reasoning|Information Ordering|Management of Financial Resources|Memorization|Monitoring|Near Vision|Originality|Personnel and Human Resources|Problem Sensitivity|Public Safety and Security|Service Orientation|Sociology and Anthropology|Speech Clarity|Therapy and Counseling|Time Sharing",2015,2023,1.12217605119355,1.23605010091766,1.17455603405383,2.0203,24170,6.04761428428529,93500,,4.02731428428529,1.99342388966257,69330,2.86843194042201,1,1,1
13-1075.00,51-4021.00,14,15.8048052947658,"Coordinating the Work and Activities of Others|Coordination|English Language|Establishing and Maintaining Interpersonal Relationships|Flexibility of Closure|Guiding, Directing, and Motivating Subordinates|Judging the Qualities of Objects, Services, or People|Making Decisions and Solving Problems|Monitoring|Performing Administrative Activities|Processing Information|Providing Consultation and Advice to Others|Systems Evaluation|Thinking Creatively",2015,2023,1.07526575819815,1.18677427220669,1.12891466391184,2.1163,33120,6.04761428428529,93500,,3.93131428428529,1.85763563024396,60380,1.82306763285024,2,1,0
13-1075.00,51-4031.00,11,12.1596072536893,Analyzing Data or Information|Category Flexibility|Deductive Reasoning|Developing Objectives and Strategies|Evaluating Information to Determine Compliance with Standards|Flexibility of Closure|Making Decisions and Solving Problems|Monitoring|Near Vision|Processing Information|Staffing Organizational Units,2015,2023,1.05255435813645,1.16363839834767,1.10541884124448,2.2267,31280,6.04761428428529,93500,,3.82091428428529,1.71595378105954,62220,1.98913043478261,2,1,0
13-1075.00,51-5113.00,13,14.7742703298316,"Administrative|Guiding, Directing, and Motivating Subordinates|Information Ordering|Judging the Qualities of Objects, Services, or People|Making Decisions and Solving Problems|Management of Personnel Resources|Memorization|Monitoring|Performing Administrative Activities|Personnel and Human Resources|Processing Information|Systems Evaluation|Thinking Creatively",2015,2023,1.05476756010992,1.2323826762209,1.13648233306397,2.1009899010099,30260,6.04761428428529,93500,,3.94662438327539,1.87845947349787,63240,2.08988764044944,2,1,0
13-1075.00,51-6011.00,28,33.5377735515873,"Active Learning|Category Flexibility|Communications and Media|Coordinating the Work and Activities of Others|Deductive Reasoning|Economics and Accounting|English Language|Establishing and Maintaining Interpersonal Relationships|Foreign Language|Guiding, Directing, and Motivating Subordinates|Inductive Reasoning|Information Ordering|Management of Financial Resources|Management of Personnel Resources|Monitoring|Monitoring and Controlling Resources|Near Vision|Negotiation|Persuasion|Providing Consultation and Advice to Others|Public Safety and Security|Scheduling Work and Activities|Service Orientation|Sociology and Anthropology|Speech Clarity|Staffing Organizational Units|Therapy and Counseling|Time Sharing",2015,2023,1.15859223293861,1.24534770744065,1.19777762684241,1.354,20820,6.04761428428529,93500,,4.69361428428529,3.46648026904379,72680,3.49087415946206,2,1,0
13-1075.00,51-7011.00,12,13.4481664301539,"Analyzing Data or Information|Information Ordering|Judging the Qualities of Objects, Services, or People|Making Decisions and Solving Problems|Management of Financial Resources|Management of Personnel Resources|Near Vision|Originality|Performing Administrative Activities|Processing Information|Speed of Closure|Thinking Creatively",2015,2023,1.06435622699486,1.18179706672973,1.12068053584616,2.1526,32270,6.04761428428529,93500,,3.89501428428529,1.80944638311125,61230,1.89742795165789,2,1,0
13-1075.00,51-7042.00,11,12.2833576582512,"Deductive Reasoning|Flexibility of Closure|Inductive Reasoning|Information Ordering|Judging the Qualities of Objects, Services, or People|Memorization|Monitoring|Near Vision|Problem Sensitivity|Speed of Closure|Time Sharing",2015,2023,1.08359823685252,1.15382142946942,1.11666887802284,1.9076,27820,6.04761428428529,93500,,4.14001428428529,2.17027379130074,65680,2.36089144500359,2,1,0
13-1075.00,51-8091.00,16,18.4884616437556,Active Learning|Active Listening|Analyzing Data or Information|Deductive Reasoning|English Language|Inductive Reasoning|Management of Financial Resources|Management of Personnel Resources|Monitoring|Near Vision|Problem Sensitivity|Speech Clarity|Speed of Closure|Systems Evaluation|Time Sharing|Writing,2015,2023,1.10900751483628,1.20595144060935,1.15552885273472,3.5139,59320,6.04761428428529,93500,,2.53371428428529,0.721054749504905,34180,0.576196898179366,2,1,0
13-1075.00,51-9011.00,14,16.2439531441741,Analyzing Data or Information|Coaching and Developing Others|Education and Training|Establishing and Maintaining Interpersonal Relationships|Evaluating Information to Determine Compliance with Standards|Making Decisions and Solving Problems|Memorization|Performing Administrative Activities|Personnel and Human Resources|Processing Information|Public Safety and Security|Speed of Closure|Systems Evaluation|Therapy and Counseling,2015,2023,1.06956618771513,1.26331955788504,1.16028236744101,3.0056,47220,6.04761428428529,93500,,3.04201428428529,1.01211547920059,46280,0.98009318085557,2,1,0
13-1075.00,51-9012.00,14,15.7178999484587,Analyzing Data or Information|Communications and Media|Education and Training|Making Decisions and Solving Problems|Management of Financial Resources|Management of Personnel Resources|Memorization|Monitoring and Controlling Resources|Near Vision|Psychology|Public Safety and Security|Speed of Closure|Staffing Organizational Units|Writing,2015,2023,1.06244900462381,1.18869859332815,1.12270713917562,2.0478,38420,6.04761428428529,93500,,3.99981428428529,1.95322506313375,55080,1.43362831858407,2,1,0
13-1075.00,51-9051.00,20,23.4825071042336,"Active Listening|Analyzing Data or Information|Communications and Media|Coordinating the Work and Activities of Others|Economics and Accounting|Education and Training|Guiding, Directing, and Motivating Subordinates|Information Ordering|Making Decisions and Solving Problems|Monitoring|Near Vision|Personnel and Human Resources|Problem Sensitivity|Processing Information|Psychology|Scheduling Work and Activities|Sociology and Anthropology|Speech Clarity|Therapy and Counseling|Updating and Using Relevant Knowledge",2015,2023,1.11510026062006,1.24470576264293,1.17412535521168,2.1256,35360,6.04761428428529,93500,,3.92201428428529,1.84513280216658,58140,1.64423076923077,2,1,0
13-1075.00,51-9082.00,16,18.6690682583169,Active Listening|Administrative|Communications and Media|Deductive Reasoning|Education and Training|English Language|Management of Financial Resources|Monitoring and Controlling Resources|Originality|Problem Sensitivity|Psychology|Service Orientation|Sociology and Anthropology|Therapy and Counseling|Thinking Creatively|Time Sharing,2015,2023,1.11863595834369,1.22687571833295,1.16681676614481,4.31643164316432,34890,6.04761428428529,93500,,1.73118264112097,0.401068008076195,58610,1.6798509601605,2,1,0
13-1075.00,51-9083.00,20,22.5881235221681,Active Learning|Administrative|Analyzing Data or Information|Category Flexibility|Deductive Reasoning|Establishing and Maintaining Interpersonal Relationships|Flexibility of Closure|Foreign Language|Information Ordering|Management of Financial Resources|Management of Personnel Resources|Monitoring|Near Vision|Performing Administrative Activities|Problem Sensitivity|Service Orientation|Speed of Closure|Therapy and Counseling|Updating and Using Relevant Knowledge|Writing,2015,2023,1.06585342873551,1.20057756277344,1.12940617610841,3.01100110011001,29860,6.04761428428529,93500,,3.03661318417527,1.0085061689497,63640,2.13127930341594,2,1,0
13-1075.00,51-9191.00,12,14.03478695057,"Category Flexibility|Coordinating the Work and Activities of Others|Coordination|Education and Training|English Language|Judging the Qualities of Objects, Services, or People|Monitoring|Personnel and Human Resources|Psychology|Public Safety and Security|Sociology and Anthropology|Therapy and Counseling",2015,2023,1.08849852188607,1.2671447219058,1.16956557921417,2.07390739073907,31710,6.04761428428529,93500,,3.97370689354621,1.91604837867428,61790,1.94859665720593,2,1,0
13-1075.00,51-9195.03,19,22.4989846379428,"Analyzing Data or Information|Category Flexibility|Coaching and Developing Others|Developing Objectives and Strategies|Economics and Accounting|Evaluating Information to Determine Compliance with Standards|Foreign Language|Guiding, Directing, and Motivating Subordinates|Judging the Qualities of Objects, Services, or People|Monitoring and Controlling Resources|Originality|Personnel and Human Resources|Processing Information|Providing Consultation and Advice to Others|Public Safety and Security|Scheduling Work and Activities|Staffing Organizational Units|Therapy and Counseling|Thinking Creatively",2015,2023,1.13723132255341,1.23898894082774,1.18415708620752,2.102,29630,6.04761428428529,93500,,3.94561428428529,1.87707625322801,63870,2.15558555518056,2,1,0
13-1075.00,51-9195.04,10,11.404746443024,Active Learning|Category Flexibility|Economics and Accounting|Flexibility of Closure|Management of Financial Resources|Management of Personnel Resources|Monitoring|Near Vision|Originality|Time Sharing,2015,2023,1.1213964519106,1.16273512817624,1.1404746443024,1.82531746825317,29630,6.04761428428529,93500,,4.22229681603211,2.31318490589631,63870,2.15558555518056,2,1,0
13-1075.00,51-9198.00,8,9.01095322603607,Category Flexibility|Evaluating Information to Determine Compliance with Standards|Inductive Reasoning|Information Ordering|Monitoring and Controlling Resources|Near Vision|Processing Information|Staffing Organizational Units,2015,2023,1.1004987174999,1.15479471825726,1.12636915325451,1.8705,23960,6.04761428428529,93500,,4.17711428428529,2.23315385420224,69540,2.90233722871452,2,1,0
13-1075.00,53-4011.00,13,14.8601481644611,"Active Listening|Analyzing Data or Information|Coaching and Developing Others|Coordinating the Work and Activities of Others|Developing Objectives and Strategies|Education and Training|Evaluating Information to Determine Compliance with Standards|Guiding, Directing, and Motivating Subordinates|Monitoring|Problem Sensitivity|Processing Information|Speed of Closure|Staffing Organizational Units",2015,2023,1.09254809428672,1.19875461727582,1.14308832034316,2.34,56240,6.04761428428529,93500,,3.70761428428529,1.58445054883987,37260,0.662517780938834,2,1,0
13-1075.00,53-6021.00,17,19.8374370701464,Active Listening|Administrative|Communications and Media|Establishing and Maintaining Interpersonal Relationships|Flexibility of Closure|Inductive Reasoning|Information Ordering|Management of Financial Resources|Memorization|Negotiation|Performing Administrative Activities|Problem Sensitivity|Public Safety and Security|Sociology and Anthropology|Speed of Closure|Therapy and Counseling|Time Sharing,2015,2023,1.09695126843124,1.24878347365018,1.16690806294979,1.6555,20630,6.04761428428529,93500,,4.39211428428529,2.65304396513759,72870,3.53223460979157,2,1,0
13-1075.00,53-6051.07,14,16.0882215424769,Administrative|Category Flexibility|Coordination|Deductive Reasoning|Education and Training|Evaluating Information to Determine Compliance with Standards|Inductive Reasoning|Making Decisions and Solving Problems|Memorization|Near Vision|Sociology and Anthropology|Speech Clarity|Speed of Closure|Writing,2015,2023,1.08899706846648,1.21851804810967,1.1491586816055,2.3887,70820,6.04761428428529,93500,,3.65891428428529,1.53175965348737,22680,0.320248517367975,2,1,0
13-1075.00,53-6061.00,26,32.9660565484349,"Active Listening|Administrative|Communications and Media|Coordination|Deductive Reasoning|English Language|Establishing and Maintaining Interpersonal Relationships|Flexibility of Closure|Foreign Language|Guiding, Directing, and Motivating Subordinates|Inductive Reasoning|Information Ordering|Management of Personnel Resources|Memorization|Negotiation|Originality|Problem Sensitivity|Psychology|Public Safety and Security|Service Orientation|Sociology and Anthropology|Speech Clarity|Systems Evaluation|Therapy and Counseling|Time Sharing|Writing",2015,2023,1.29736205447312,1.25134706382033,1.26792525186288,1.86251374862514,25930,6.04761428428529,93500,,4.18510053566015,2.24701725759044,67570,2.60586193598149,1,1,1
13-1075.00,53-7021.00,6,6.84371381641257,"Coordinating the Work and Activities of Others|Evaluating Information to Determine Compliance with Standards|Judging the Qualities of Objects, Services, or People|Public Safety and Security|Therapy and Counseling|Updating and Using Relevant Knowledge",2015,2023,1.09569096431681,1.18965580297753,1.14061896940209,2.5279,51650,6.04761428428529,93500,,3.51971428428529,1.39234711985652,41850,0.81026137463698,2,1,0
13-2099.01,11-2021.00,34,44.7238201716515,"Active Listening|Analyzing Data or Information|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Design|Developing and Building Teams|English Language|Estimating the Quantifiable Characteristics of Products, Events, or Information|Fluency of Ideas|Identifying Objects, Actions, and Events|Information Ordering|Interpreting the Meaning of Information for Others|Judging the Qualities of Objects, Services, or People|Learning Strategies|Making Decisions and Solving Problems|Management of Financial Resources|Management of Personnel Resources|Mathematics|Monitoring|Negotiation|Number Facility|Operations Analysis|Oral Expression|Persuasion|Selling or Influencing Others|Service Orientation|Speaking|Speed of Closure|Thinking Creatively|Updating and Using Relevant Knowledge|Working with Computers|Writing|Written Expression",2015,2023,1.34234477612619,1.30433589441482,1.31540647563681,6.6805,128750,7.45,80190,,0.769500000000001,0.115185989072674,-48560,-0.377165048543689,1,1,1
13-2099.01,13-1022.00,33,42.4921349340001,"Active Listening|Analyzing Data or Information|Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Coordination|Developing and Building Teams|Documenting/Recording Information|Estimating the Quantifiable Characteristics of Products, Events, or Information|Fluency of Ideas|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Information Ordering|Judging the Qualities of Objects, Services, or People|Making Decisions and Solving Problems|Management of Financial Resources|Mathematics|Monitoring|Number Facility|Operations Analysis|Oral Expression|Originality|Persuasion|Selling or Influencing Others|Service Orientation|Speaking|Speed of Closure|Systems Analysis|Updating and Using Relevant Knowledge|Working with Computers|Writing|Written Expression",2015,2023,1.28150326672704,1.30122721760579,1.28764045254546,3.9402,52940,7.45,80190,,3.5098,0.890766966143851,27250,0.514733660748017,1,1,1
13-2099.01,13-1041.03,30,38.7450329981834,"Active Listening|Analyzing Data or Information|Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Coordination|Developing and Building Teams|English Language|Fluency of Ideas|Identifying Objects, Actions, and Events|Interpreting the Meaning of Information for Others|Learning Strategies|Mathematics|Monitoring|Operations Analysis|Oral Expression|Originality|Persuasion|Selling or Influencing Others|Speaking|Speed of Closure|Systems Analysis|Technology Design|Thinking Creatively|Training and Teaching Others|Updating and Using Relevant Knowledge|Working with Computers|Writing|Written Expression",2015,2023,1.31109138254124,1.283030434299,1.29150109993945,6.1439,65640,7.45,80190,,1.3061,0.212584840248051,14550,0.221663619744058,1,1,1
13-2099.01,17-2011.00,35,46.2088187960758,"Active Listening|Analyzing Data or Information|Communicating with People Outside the Organization|Complex Problem Solving|Computers and Electronics|Coordination|Design|Developing and Building Teams|Engineering and Technology|English Language|Estimating the Quantifiable Characteristics of Products, Events, or Information|Fluency of Ideas|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Interpreting the Meaning of Information for Others|Judging the Qualities of Objects, Services, or People|Learning Strategies|Management of Financial Resources|Management of Personnel Resources|Mathematics|Monitoring|Negotiation|Number Facility|Operations Analysis|Oral Expression|Persuasion|Speaking|Speed of Closure|Technology Design|Thinking Creatively|Training and Teaching Others|Updating and Using Relevant Knowledge|Working with Computers|Writing|Written Expression",2015,2023,1.36817388155919,1.29498816966801,1.32025196560217,6.5907,107830,7.45,80190,,0.859300000000001,0.130380687939066,-27640,-0.256329407400538,1,1,1
13-2099.01,17-2072.01,31,39.1952385982848,"Active Listening|Analyzing Data or Information|Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Coordination|Developing and Building Teams|Documenting/Recording Information|Estimating the Quantifiable Characteristics of Products, Events, or Information|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Information Ordering|Interpreting the Meaning of Information for Others|Learning Strategies|Making Decisions and Solving Problems|Management of Financial Resources|Management of Personnel Resources|Mathematics|Negotiation|Number Facility|Operations Analysis|Originality|Persuasion|Selling or Influencing Others|Speaking|Technology Design|Updating and Using Relevant Knowledge|Working with Computers|Writing|Written Expression",2015,2023,1.21840441727479,1.32699375857879,1.26436253542854,5.8465,98270,7.45,80190,,1.6035,0.274266655263833,-18080,-0.183982904243411,1,1,1
13-2099.01,19-3093.00,28,35.5043041336729,"Active Listening|Analyzing Data or Information|Communicating with People Outside the Organization|Complex Problem Solving|Computers and Electronics|Coordination|Developing and Building Teams|Documenting/Recording Information|English Language|Fluency of Ideas|Identifying Objects, Actions, and Events|Information Ordering|Interpreting the Meaning of Information for Others|Learning Strategies|Making Decisions and Solving Problems|Management of Personnel Resources|Monitoring|Operations Analysis|Oral Expression|Originality|Persuasion|Selling or Influencing Others|Thinking Creatively|Training and Teaching Others|Updating and Using Relevant Knowledge|Working with Computers|Writing|Written Expression",2015,2023,1.29575423070316,1.24957888710016,1.26801086191689,4.94030596940306,55800,7.45,80190,,2.50969403059694,0.508003764572539,24390,0.437096774193548,1,1,1
13-2099.01,27-1023.00,25,31.8000734619147,"Active Listening|Communicating with People Outside the Organization|Complex Problem Solving|Coordination|Design|Documenting/Recording Information|English Language|Estimating the Quantifiable Characteristics of Products, Events, or Information|Fluency of Ideas|Identifying Objects, Actions, and Events|Information Ordering|Judging the Qualities of Objects, Services, or People|Learning Strategies|Management of Financial Resources|Management of Personnel Resources|Negotiation|Operations Analysis|Originality|Persuasion|Selling or Influencing Others|Speaking|Thinking Creatively|Updating and Using Relevant Knowledge|Working with Computers|Written Expression",2015,2023,1.2931733011277,1.26074734192123,1.27200293847659,2.64,25010,7.45,80190,,4.81,1.8219696969697,55180,2.2063174730108,1,1,1
13-2099.01,27-1026.00,23,28.1551870742467,"Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Coordination|Design|Developing and Building Teams|Fluency of Ideas|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Information Ordering|Negotiation|Operations Analysis|Oral Expression|Originality|Persuasion|Selling or Influencing Others|Service Orientation|Speaking|Technology Design|Thinking Creatively|Working with Computers|Writing|Written Expression",2015,2023,1.19771976856216,1.25602473237621,1.22413856844551,3.6234,26870,7.45,80190,,3.8266,1.05607992493238,53320,1.98436918496464,1,1,1
13-2099.01,29-9093.00,16,18.7227098675294,"Active Listening|Analyzing Data or Information|Communicating with Supervisors, Peers, or Subordinates|Developing and Building Teams|Estimating the Quantifiable Characteristics of Products, Events, or Information|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Interpreting the Meaning of Information for Others|Learning Strategies|Making Decisions and Solving Problems|Negotiation|Service Orientation|Speaking|Systems Analysis|Updating and Using Relevant Knowledge|Writing",2015,2023,1.08854109077028,1.26310357831839,1.17016936672059,5.12357528494301,48235,7.45,80190,,2.32642471505699,0.454062756117551,31955,0.66248574686431,1,1,1
13-2099.01,33-9021.00,30,37.5599828342676,"Active Listening|Analyzing Data or Information|Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Documenting/Recording Information|English Language|Fluency of Ideas|Identifying Objects, Actions, and Events|Information Ordering|Interpreting the Meaning of Information for Others|Judging the Qualities of Objects, Services, or People|Making Decisions and Solving Problems|Management of Financial Resources|Monitoring|Negotiation|Number Facility|Oral Expression|Originality|Persuasion|Selling or Influencing Others|Service Orientation|Speaking|Speed of Closure|Systems Analysis|Thinking Creatively|Working with Computers|Writing|Written Expression",2015,2023,1.21760670892921,1.30262519306037,1.25199942780892,4.50705070507051,45610,7.45,80190,,2.94294929492949,0.652965650379444,34580,0.758167068625301,1,1,1
13-2099.01,35-3023.01,20,23.936581905949,"Active Listening|Coordination|Fluency of Ideas|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Information Ordering|Judging the Qualities of Objects, Services, or People|Management of Financial Resources|Negotiation|Number Facility|Oral Expression|Originality|Persuasion|Selling or Influencing Others|Service Orientation|Speaking|Speed of Closure|Wrist-Finger Speed|Writing|Written Expression",2015,2023,1.1400080132339,1.26989452615543,1.19682909529745,1.8203,48235,7.45,80190,,5.6297,3.09273196725814,31955,0.66248574686431,1,1,1
13-2099.01,37-2021.00,18,21.4488173895659,"Communicating with People Outside the Organization|Complex Problem Solving|Documenting/Recording Information|Fluency of Ideas|Identifying Objects, Actions, and Events|Learning Strategies|Management of Financial Resources|Monitoring|Negotiation|Number Facility|Oral Expression|Persuasion|Service Orientation|Speaking|Systems Analysis|Updating and Using Relevant Knowledge|Wrist-Finger Speed|Written Expression",2015,2023,1.11844107238097,1.27663138758576,1.19160096608699,2.1111,32160,7.45,80190,,5.3389,2.52896594192601,48030,1.49347014925373,2,1,0
13-2099.01,37-3011.00,9,10.1670095568683,Coordination|Developing and Building Teams|Engineering and Technology|English Language|Making Decisions and Solving Problems|Selective Attention|Thinking Creatively|Training and Teaching Others|Updating and Using Relevant Knowledge,2015,2023,1.08127893821897,1.18310156113354,1.12966772854092,2.7467,25030,7.45,80190,,4.7033,1.71234572395966,55160,2.20375549340791,2,1,0
13-2099.01,37-3012.00,8,9.80218595188995,"Documenting/Recording Information|Identifying Objects, Actions, and Events|Judging the Qualities of Objects, Services, or People|Making Decisions and Solving Problems|Management of Financial Resources|Number Facility|Selling or Influencing Others|Updating and Using Relevant Knowledge",2015,2023,1.11086215492446,1.3736278126594,1.22527324398624,2.5275,32540,7.45,80190,,4.9225,1.94757665677547,47650,1.46435156730178,2,1,0
13-2099.01,39-3031.00,22,25.9417980503422,"Active Listening|Complex Problem Solving|Computers and Electronics|Coordination|Developing and Building Teams|Documenting/Recording Information|English Language|Fluency of Ideas|Guiding, Directing, and Motivating Subordinates|Management of Personnel Resources|Monitoring|Oral Expression|Originality|Persuasion|Selective Attention|Selling or Influencing Others|Service Orientation|Speaking|Speed of Closure|Training and Teaching Others|Working with Computers|Writing",2015,2023,1.16146871076261,1.20571595925925,1.17917263865192,1.84098409840984,19180,7.45,80190,,5.60901590159016,3.04674869621904,61010,3.18091762252346,1,1,1
13-2099.01,39-5092.00,22,26.6963193048969,"Active Listening|Complex Problem Solving|Coordination|Design|English Language|Fluency of Ideas|Information Ordering|Judging the Qualities of Objects, Services, or People|Learning Strategies|Management of Personnel Resources|Mathematics|Negotiation|Oral Expression|Originality|Persuasion|Selective Attention|Selling or Influencing Others|Service Orientation|Systems Analysis|Technology Design|Thinking Creatively|Writing",2015,2023,1.18334694759034,1.25668690490267,1.2134690593135,1.7951,20820,7.45,80190,,5.6549,3.15018661912985,59370,2.85158501440922,1,1,1
13-2099.01,41-9021.00,22,27.9295755583746,"Active Listening|Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Documenting/Recording Information|English Language|Estimating the Quantifiable Characteristics of Products, Events, or Information|Fluency of Ideas|Interpreting the Meaning of Information for Others|Making Decisions and Solving Problems|Management of Financial Resources|Management of Personnel Resources|Monitoring|Negotiation|Originality|Persuasion|Service Orientation|Systems Analysis|Updating and Using Relevant Knowledge|Writing|Written Expression",2015,2023,1.2721105977631,1.28106483888384,1.2695261617443,5.2126,56860,7.45,80190,,2.2374,0.429229175459464,23330,0.410306014773127,1,1,1
