"O.NET.SOC.Code","Element.ID","Element.Name","Data.Value","occupation_mean","skill_mean","rca","effective_use"
"11-9041.01","2.B.1.f","Service Orientation",2.88,2.91824858757062,2.91606741573034,0.936002304132547,FALSE
"11-9041.01","2.B.2.i","Complex Problem Solving",3.62,2.91824858757062,3.12011235955056,1.0995635299871,TRUE
"11-9041.01","2.B.3.a","Operations Analysis",2.38,2.91824858757062,1.88168539325843,1.19870394204065,TRUE
"11-9041.01","2.B.3.b","Technology Design",2.12,2.91824858757062,1.65910112359551,1.21100237158474,TRUE
"11-9041.01","2.B.3.c","Equipment Selection",2.25,2.91824858757062,1.89595505617978,1.12469941733362,TRUE
"11-9041.01","2.B.3.d","Installation",1.12,2.91824858757062,1.23404494382022,0.86013978468777,FALSE
"11-9041.01","2.B.3.e","Programming",2,2.91824858757062,1.46056179775281,1.29775302155465,TRUE
"11-9041.01","2.B.3.g","Operations Monitoring",3,2.91824858757062,2.78752808988764,1.01996200132143,TRUE
"11-9041.01","2.B.3.h","Operation and Control",2.25,2.91824858757062,2.48112359550562,0.859441081790033,FALSE
"11-9041.01","2.B.3.j","Equipment Maintenance",1.75,2.91824858757062,1.85516853932584,0.893998248821409,FALSE
"11-9041.01","2.B.3.k","Troubleshooting",2,2.91824858757062,2.20707865168539,0.858804231898839,FALSE
"11-9041.01","2.B.3.l","Repairing",1.75,2.91824858757062,1.83280898876404,0.90490467669754,FALSE
"11-9041.01","2.B.3.m","Quality Control Analysis",3.12,2.91824858757062,2.5647191011236,1.15291364156728,TRUE
"11-9041.01","2.B.4.e","Judgment and Decision Making",3.62,2.91824858757062,3.20876404494382,1.06918480510582,TRUE
"11-9041.01","2.B.4.g","Systems Analysis",3.62,2.91824858757062,2.56865168539326,1.33562747317317,TRUE
"11-9041.01","2.B.4.h","Systems Evaluation",3.5,2.91824858757062,2.49292134831461,1.33058142933162,TRUE
"11-9041.01","2.B.5.a","Time Management",3.25,2.91824858757062,3.05786516853933,1.00727259715899,TRUE
"11-9041.01","2.B.5.b","Management of Financial Resources",2,2.91824858757062,1.81606741573034,1.04371042054005,TRUE
"11-9041.01","2.B.5.c","Management of Material Resources",2,2.91824858757062,1.97,0.962156591980203,FALSE
"11-9041.01","2.B.5.d","Management of Personnel Resources",3.12,2.91824858757062,2.62516853932584,1.12636563869263,TRUE
"11-9041.01","2.C.1.a","Administration and Management",3.07,2.91824858757062,2.9025,1.00241633981689,TRUE
"11-9041.01","2.C.1.b","Administrative",2.47,2.91824858757062,2.67073529411765,0.876492284957656,FALSE
"11-9041.01","2.C.1.c","Economics and Accounting",2.3,2.91824858757062,2.10279411764706,1.03660445919937,TRUE
"11-9041.01","2.C.1.d","Sales and Marketing",2.29,2.91824858757062,2.12558823529412,1.02102960520001,TRUE
"11-9041.01","2.C.1.e","Customer and Personal Service",2.94,2.91824858757062,3.62014705882353,0.769667427715204,FALSE
"11-9041.01","2.C.1.f","Personnel and Human Resources",2.27,2.91824858757062,2.33029411764706,0.923202790388698,FALSE
"11-9041.01","2.C.10","Transportation",2.14,2.91824858757062,2.07617647058824,0.976858137526453,FALSE
"11-9041.01","2.C.2.a","Production and Processing",3.39,2.91824858757062,2.37367647058824,1.35350593221936,TRUE
"11-9041.01","2.C.2.b","Food Production",1.39,2.91824858757062,1.23014705882353,1.07087741133125,TRUE
"11-9041.01","2.C.3.a","Computers and Electronics",3.25,2.91824858757062,2.92455882352941,1.05318578833012,TRUE
"11-9041.01","2.C.3.b","Engineering and Technology",3.94,2.91824858757062,2.32308823529412,1.60735759455267,TRUE
"11-9041.01","2.C.3.c","Design",2.56,2.91824858757062,2.00735294117647,1.20864348892993,TRUE
"11-9041.01","2.C.3.d","Building and Construction",2.62,2.91824858757062,1.74323529411765,1.42438460562498,TRUE
"11-9041.01","2.C.3.e","Mechanical",3.21,2.91824858757062,2.49117647058824,1.22118800344733,TRUE
"11-9041.01","2.C.4.a","Mathematics",3.57,2.91824858757062,3.13926470588235,1.0777605155529,TRUE
"11-9041.01","2.C.4.b","Physics",2.85,2.91824858757062,2.11941176470588,1.27441686312016,TRUE
"11-9041.01","2.C.4.c","Chemistry",4.03,2.91824858757062,2.35205882352941,1.62382363123209,TRUE
"11-9041.01","2.C.4.d","Biology",2.68,2.91824858757062,2.31617647058824,1.09659216547705,TRUE
"11-9041.01","2.C.4.e","Psychology",1.63,2.91824858757062,2.52632352941176,0.611477705950634,FALSE
"11-9041.01","2.C.4.f","Sociology and Anthropology",1.26,2.91824858757062,1.83544117647059,0.650597012650034,FALSE
"11-9041.01","2.C.4.g","Geography",1.99,2.91824858757062,1.71838235294118,1.0975271251721,TRUE
"11-9041.01","2.C.5.a","Medicine and Dentistry",1.21,2.91824858757062,2.40441176470588,0.476934255182319,FALSE
"11-9041.01","2.C.5.b","Therapy and Counseling",1.22,2.91824858757062,1.95088235294118,0.592666992368592,FALSE
"11-9041.01","2.C.6","Education and Training",2.52,2.91824858757062,2.99926470588235,0.796283531736708,FALSE
"11-9041.01","2.C.7.a","English Language",4.07,2.91824858757062,3.66367647058824,1.05283250319309,TRUE
"11-9041.01","2.C.7.b","Foreign Language",1.15,2.91824858757062,1.66191176470588,0.655800688527201,FALSE
"11-9041.01","2.C.7.c","Fine Arts",1.02,2.91824858757062,1.16147058823529,0.832288598397704,FALSE
"11-9041.01","2.C.7.d","History and Archeology",1.05,2.91824858757062,1.31720588235294,0.755470704001068,FALSE
"11-9041.01","2.C.7.e","Philosophy and Theology",1.12,2.91824858757062,1.5575,0.681509568072269,FALSE
"11-9041.01","2.C.8.a","Public Safety and Security",2.77,2.91824858757062,2.80867647058824,0.934673744334311,FALSE
"11-9041.01","2.C.8.b","Law and Government",2.2,2.91824858757062,2.42441176470588,0.859999677106847,FALSE
"11-9041.01","2.C.9.a","Telecommunications",1.68,2.91824858757062,2.07720588235294,0.766499239163193,FALSE
"11-9041.01","2.C.9.b","Communications and Media",2.28,2.91824858757062,2.18676470588235,0.988131584736391,FALSE
"11-9041.01","4.A.1.a.1","Getting Information",4.49,2.91824858757062,4.26205882352941,0.99840992996841,FALSE
"11-9041.01","4.A.1.a.2","Monitoring Processes, Materials, or Surroundings",4.08,2.91824858757062,3.71411764705882,1.04108573806542,TRUE
"11-9041.01","4.A.1.b.1","Identifying Objects, Actions, and Events",4.05,2.91824858757062,3.90808823529412,0.982138312511298,FALSE
"11-9041.01","4.A.1.b.2","Inspecting Equipment, Structures, or Materials",3.29,2.91824858757062,3.39470588235294,0.91849275544292,FALSE
"11-9041.01","4.A.1.b.3","Estimating the Quantifiable Characteristics of Products, Events, or Information",3.97,2.91824858757062,3.16132352941176,1.19015507590553,TRUE
"11-9041.01","4.A.2.a.1","Judging the Qualities of Objects, Services, or People",3.86,2.91824858757062,3.37911764705882,1.08259491395691,TRUE
"11-9041.01","4.A.2.a.2","Processing Information",4.32,2.91824858757062,3.68088235294118,1.11227915962127,TRUE
"11-9041.01","4.A.2.a.3","Evaluating Information to Determine Compliance with Standards",3.72,2.91824858757062,3.6875,0.956077066937995,FALSE
"11-9041.01","4.A.2.a.4","Analyzing Data or Information",4.52,2.91824858757062,3.44852941176471,1.24218560067961,TRUE
"11-9041.01","4.A.2.b.1","Making Decisions and Solving Problems",4.56,2.91824858757062,3.98882352941176,1.08343287605295,TRUE
"11-9041.01","4.A.2.b.2","Thinking Creatively",4.05,2.91824858757062,3.25882352941176,1.17781252955721,TRUE
"11-9041.01","4.A.2.b.3","Updating and Using Relevant Knowledge",4.09,2.91824858757062,3.88014705882353,0.998980733337543,FALSE
"11-9041.01","4.A.2.b.4","Developing Objectives and Strategies",4.03,2.91824858757062,2.98147058823529,1.28102175978722,TRUE
"11-9041.01","4.A.2.b.5","Scheduling Work and Activities",3.46,2.91824858757062,3.095,1.05949139939507,TRUE
"11-9041.01","4.A.2.b.6","Organizing, Planning, and Prioritizing Work",3.85,2.91824858757062,3.65705882352941,0.997724814394848,FALSE
"11-9041.01","4.A.3.a.1","Performing General Physical Activities",2.74,2.91824858757062,3.06117647058824,0.848289685696027,FALSE
"11-9041.01","4.A.3.a.2","Handling and Moving Objects",2.35,2.91824858757062,3.06470588235294,0.726709856273799,FALSE
"11-9041.01","4.A.3.a.3","Controlling Machines and Processes",3.28,2.91824858757062,2.97294117647059,1.0456094933772,TRUE
"11-9041.01","4.A.3.a.4","Operating Vehicles, Mechanized Devices, or Equipment",1.81,2.91824858757062,2.42044117647059,0.70870587423786,FALSE
"11-9041.01","4.A.3.b.1","Working with Computers",4.59,2.91824858757062,3.55235294117647,1.22455576567531,TRUE
"11-9041.01","4.A.3.b.2","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.8,2.91824858757062,2.08632352941176,1.27191580944763,TRUE
"11-9041.01","4.A.3.b.4","Repairing and Maintaining Mechanical Equipment",2.4,2.91824858757062,2.22647058823529,1.02158914447821,TRUE
"11-9041.01","4.A.3.b.5","Repairing and Maintaining Electronic Equipment",2.81,2.91824858757062,2.17941176470588,1.22193757335792,TRUE
"11-9041.01","4.A.3.b.6","Documenting/Recording Information",4.01,2.91824858757062,3.67279411764706,1.03473652295753,TRUE
"11-9041.01","4.A.4.a.1","Interpreting the Meaning of Information for Others",3.9,2.91824858757062,3.3325,1.10911464308836,TRUE
"11-9041.01","4.A.4.a.2","Communicating with Supervisors, Peers, or Subordinates",4.28,2.91824858757062,4.02235294117647,1.00842959824499,TRUE
"11-9041.01","4.A.4.a.3","Communicating with People Outside the Organization",3.67,2.91824858757062,3.21470588235294,1.08194904898518,TRUE
"11-9041.01","4.A.4.a.4","Establishing and Maintaining Interpersonal Relationships",3.65,2.91824858757062,3.70014705882353,0.934880001341536,FALSE
"11-9041.01","4.A.4.a.5","Assisting and Caring for Others",2.57,2.91824858757062,3.27073529411765,0.74468004462139,FALSE
"11-9041.01","4.A.4.a.6","Selling or Influencing Others",2.87,2.91824858757062,2.43367647058824,1.11763770187621,TRUE
"11-9041.01","4.A.4.a.7","Resolving Conflicts and Negotiating with Others",2.85,2.91824858757062,3.00411764705882,0.899103966677486,FALSE
"11-9041.01","4.A.4.a.8","Performing for or Working Directly with the Public",2.04,2.91824858757062,3.07220588235294,0.62930595473123,FALSE
"11-9041.01","4.A.4.b.1","Coordinating the Work and Activities of Others",3.84,2.91824858757062,3.16235294117647,1.15080800947918,TRUE
"11-9041.01","4.A.4.b.2","Developing and Building Teams",4.08,2.91824858757062,3.08117647058824,1.25494756589253,TRUE
"11-9041.01","4.A.4.b.3","Training and Teaching Others",3.24,2.91824858757062,3.31088235294118,0.927434508483175,FALSE
"11-9041.01","4.A.4.b.4","Guiding, Directing, and Motivating Subordinates",3.4,2.91824858757062,2.86441176470588,1.12492989529128,TRUE
"11-9041.01","4.A.4.b.5","Coaching and Developing Others",2.93,2.91824858757062,2.97632352941176,0.93297385342825,FALSE
"11-9041.01","4.A.4.b.6","Providing Consultation and Advice to Others",3.46,2.91824858757062,2.92205882352941,1.12219708060738,TRUE
"11-9041.01","4.A.4.c.1","Performing Administrative Activities",2.49,2.91824858757062,2.77970588235294,0.848950739825291,FALSE
"11-9041.01","4.A.4.c.2","Staffing Organizational Units",2.58,2.91824858757062,2.12044117647059,1.15312255502845,TRUE
"11-9041.01","4.A.4.c.3","Monitoring and Controlling Resources",3.42,2.91824858757062,2.54529411764706,1.27341547247199,TRUE
"11-9179.02","1.A.1.a.1","Oral Comprehension",4,2.93536723163842,3.78529411764706,0.995639673819742,FALSE
"11-9179.02","1.A.1.a.2","Written Comprehension",3.62,2.93536723163842,3.53823529411765,0.963970386938019,FALSE
"11-9179.02","1.A.1.a.3","Oral Expression",4,2.93536723163842,3.71147058823529,1.01544358523338,TRUE
"11-9179.02","1.A.1.a.4","Written Expression",3.38,2.93536723163842,3.28455882352941,0.969575177859034,FALSE
"11-9179.02","1.A.1.b.1","Fluency of Ideas",3.5,2.93536723163842,2.83308823529412,1.16399141207398,TRUE
"11-9179.02","1.A.1.b.2","Originality",3.12,2.93536723163842,2.74073529411765,1.07257910925652,TRUE
"11-9179.02","1.A.1.b.3","Problem Sensitivity",4,2.93536723163842,3.69691176470588,1.01944250782132,TRUE
"11-9179.02","1.A.1.b.4","Deductive Reasoning",3.88,2.93536723163842,3.55852941176471,1.02731350723186,TRUE
"11-9179.02","1.A.1.b.5","Inductive Reasoning",3.62,2.93536723163842,3.49088235294118,0.977046402802626,FALSE
"11-9179.02","1.A.1.b.6","Information Ordering",3.38,2.93536723163842,3.44485294117647,0.92445940650935,FALSE
"11-9179.02","1.A.1.b.7","Category Flexibility",3.25,2.93536723163842,3.13044117647059,0.97818195275744,FALSE
"11-9179.02","1.A.1.c.1","Mathematical Reasoning",2.88,2.93536723163842,2.66205882352941,1.01933438001141,TRUE
"11-9179.02","1.A.1.c.2","Number Facility",3,2.93536723163842,2.6025,1.08610634023225,TRUE
"11-9179.02","1.A.1.d.1","Memorization",2.5,2.93536723163842,2.445,0.963391871320528,FALSE
"11-9179.02","1.A.1.e.1","Speed of Closure",2.38,2.93536723163842,2.59588235294118,0.863840941335344,FALSE
"11-9179.02","1.A.1.e.2","Flexibility of Closure",2.75,2.93536723163842,2.99161764705882,0.866100800168736,FALSE
"11-9179.02","1.A.1.e.3","Perceptual Speed",2.62,2.93536723163842,2.91735294117647,0.84616323261915,FALSE
"11-9179.02","1.A.1.f.1","Spatial Orientation",1.12,2.93536723163842,1.53970588235294,0.685365258562908,FALSE
"11-9179.02","1.A.1.f.2","Visualization",2.5,2.93536723163842,2.78485294117647,0.845823163783867,FALSE
"11-9179.02","1.A.1.g.1","Selective Attention",3,2.93536723163842,3.10455882352941,0.910464871540435,FALSE
"11-9179.02","1.A.1.g.2","Time Sharing",2.88,2.93536723163842,2.7125,1.00037901582903,TRUE
"11-9179.02","1.A.2.a.1","Arm-Hand Steadiness",2,2.93536723163842,2.74102941176471,0.687476935568436,FALSE
"11-9179.02","1.A.2.a.2","Manual Dexterity",1.88,2.93536723163842,2.62735294117647,0.674188382734606,FALSE
"11-9179.02","1.A.2.a.3","Finger Dexterity",2.38,2.93536723163842,2.92308823529412,0.767143950115787,FALSE
"11-9179.02","1.A.2.b.1","Control Precision",1.88,2.93536723163842,2.59338235294118,0.683019543290982,FALSE
"11-9179.02","1.A.2.b.2","Multilimb Coordination",2,2.93536723163842,2.46794117647059,0.763549195689434,FALSE
"11-9179.02","1.A.2.b.3","Response Orientation",1.88,2.93536723163842,1.97014705882353,0.899085589754159,FALSE
"11-9179.02","1.A.2.b.4","Rate Control",1.62,2.93536723163842,1.9025,0.802291482389168,FALSE
"11-9179.02","1.A.2.c.1","Reaction Time",1.62,2.93536723163842,2.08764705882353,0.731138694538508,FALSE
"11-9179.02","1.A.2.c.2","Wrist-Finger Speed",1.62,2.93536723163842,1.81441176470588,0.841242090101205,FALSE
"11-9179.02","1.A.2.c.3","Speed of Limb Movement",1.75,2.93536723163842,1.70911764705882,0.964734751058558,FALSE
"11-9179.02","1.A.3.a.1","Static Strength",1.88,2.93536723163842,2.16529411764706,0.818055531508861,FALSE
"11-9179.02","1.A.3.a.2","Explosive Strength",1,2.93536723163842,1.19647058823529,0.787480494226897,FALSE
"11-9179.02","1.A.3.a.3","Dynamic Strength",1.75,2.93536723163842,1.82323529411765,0.904351288659668,FALSE
"11-9179.02","1.A.3.a.4","Trunk Strength",2.25,2.93536723163842,2.35308823529412,0.900919812969039,FALSE
"11-9179.02","1.A.3.b.1","Stamina",1.88,2.93536723163842,2.00823529411765,0.882033512444088,FALSE
"11-9179.02","1.A.3.c.1","Extent Flexibility",1.75,2.93536723163842,2.06588235294118,0.798131212756447,FALSE
"11-9179.02","1.A.3.c.2","Dynamic Flexibility",1,2.93536723163842,1.09338235294118,0.861727142034975,FALSE
"11-9179.02","1.A.3.c.3","Gross Body Coordination",1.88,2.93536723163842,1.875,0.94470977615188,FALSE
"11-9179.02","1.A.3.c.4","Gross Body Equilibrium",1.62,2.93536723163842,1.78132352941176,0.856868233110597,FALSE
"11-9179.02","1.A.4.a.1","Near Vision",3.25,2.93536723163842,3.62779411764706,0.844077961342074,FALSE
"11-9179.02","1.A.4.a.2","Far Vision",2.75,2.93536723163842,2.92132352941176,0.886941282548835,FALSE
"11-9179.02","1.A.4.a.3","Visual Color Discrimination",2.5,2.93536723163842,2.66235294117647,0.884741120889035,FALSE
"11-9179.02","1.A.4.a.4","Night Vision",1,2.93536723163842,1.35823529411765,0.693692215356219,FALSE
"11-9179.02","1.A.4.a.5","Peripheral Vision",1,2.93536723163842,1.40647058823529,0.669901850797787,FALSE
"11-9179.02","1.A.4.a.6","Depth Perception",1.88,2.93536723163842,2.31985294117647,0.763553067888207,FALSE
"11-9179.02","1.A.4.a.7","Glare Sensitivity",1,2.93536723163842,1.46264705882353,0.644172662480398,FALSE
"11-9179.02","1.A.4.b.1","Hearing Sensitivity",2.12,2.93536723163842,2.35397058823529,0.848548482425419,FALSE
"11-9179.02","1.A.4.b.2","Auditory Attention",2.25,2.93536723163842,2.41044117647059,0.879483736643133,FALSE
"11-9179.02","1.A.4.b.3","Sound Localization",1,2.93536723163842,1.38794117647059,0.678845232149824,FALSE
"11-9179.02","1.A.4.b.4","Speech Recognition",3.88,2.93536723163842,3.41382352941176,1.07085949203052,TRUE
"11-9179.02","1.A.4.b.5","Speech Clarity",3.88,2.93536723163842,3.42882352941176,1.06617482621361,TRUE
"11-9179.02","1.C.1.a","Achievement/Effort",4.04,2.93536723163842,3.88323529411765,0.980233388478427,FALSE
"11-9179.02","1.C.1.b","Persistence",4.23,2.93536723163842,3.91441176470588,1.01815920442396,TRUE
"11-9179.02","1.C.1.c","Initiative",4.52,2.93536723163842,4.04338235294118,1.0532596719642,TRUE
"11-9179.02","1.C.2.b","Leadership",4.4,2.93536723163842,3.72323529411765,1.11345847715191,TRUE
"11-9179.02","1.C.3.a","Cooperation",4.69,2.93536723163842,4.21367647058824,1.04870536075911,TRUE
"11-9179.02","1.C.3.b","Concern for Others",4.53,2.93536723163842,3.92838235294118,1.08649137474885,TRUE
"11-9179.02","1.C.3.c","Social Orientation",3.87,2.93536723163842,3.54838235294118,1.02759595652477,TRUE
"11-9179.02","1.C.4.a","Self-Control",4.43,2.93536723163842,4.14911764705882,1.00598107193461,TRUE
"11-9179.02","1.C.4.b","Stress Tolerance",4.49,2.93536723163842,4.15088235294118,1.01917262246244,TRUE
"11-9179.02","1.C.4.c","Adaptability/Flexibility",4.16,2.93536723163842,4.05808823529412,0.965858880677114,FALSE
"11-9179.02","1.C.5.a","Dependability",4.73,2.93536723163842,4.44573529411765,1.00244227296061,TRUE
"11-9179.02","1.C.5.b","Attention to Detail",4.41,2.93536723163842,4.50088235294118,0.923172290973746,FALSE
"11-9179.02","1.C.5.c","Integrity",4.74,2.93536723163842,4.40485294117647,1.01388514562422,TRUE
"11-9179.02","1.C.6","Independence",4.01,2.93536723163842,3.96205882352941,0.953597899826682,FALSE
"11-9179.02","1.C.7.a","Innovation",4.03,2.93536723163842,3.50426470588235,1.08355253863574,TRUE
"11-9179.02","1.C.7.b","Analytical Thinking",3.88,2.93536723163842,3.89176470588235,0.93934901178947,FALSE
"11-9179.02","2.A.1.a","Reading Comprehension",3.38,2.93536723163842,3.30483146067416,0.963627568730041,FALSE
"11-9179.02","2.A.1.b","Active Listening",3.75,2.93536723163842,3.51786516853933,1.00437041182425,TRUE
"11-9179.02","2.A.1.c","Writing",3.12,2.93536723163842,2.96438202247191,0.991658766713649,FALSE
"11-9179.02","2.A.1.d","Speaking",4,2.93536723163842,3.40775280898876,1.10594553415518,TRUE
"11-9179.02","2.A.1.e","Mathematics",2.75,2.93536723163842,2.48707865168539,1.04180156753817,TRUE
"11-9179.02","2.A.1.f","Science",1.12,2.93536723163842,2.00426966292135,0.526506457535033,FALSE
"11-9179.02","2.A.2.a","Critical Thinking",3.88,2.93536723163842,3.47539325842697,1.05188824940127,TRUE
"11-9179.02","2.A.2.b","Active Learning",3.5,2.93536723163842,3.01674157303371,1.09312988722926,TRUE
"11-9179.02","2.A.2.c","Learning Strategies",3.38,2.93536723163842,2.65910112359551,1.19763279299657,TRUE
"11-9179.02","2.A.2.d","Monitoring",4,2.93536723163842,3.31213483146067,1.13787306144896,TRUE
"11-9179.02","2.B.1.a","Social Perceptiveness",3.88,2.93536723163842,3.13943820224719,1.16445207552453,TRUE
"11-9179.02","2.B.1.b","Coordination",4,2.93536723163842,3.1147191011236,1.20999322193978,TRUE
"11-9179.02","2.B.1.c","Persuasion",3.75,2.93536723163842,2.72258426966292,1.29775218619972,TRUE
"11-9179.02","2.B.1.d","Negotiation",3.25,2.93536723163842,2.56033707865169,1.19599137493446,TRUE
"11-9179.02","2.B.1.e","Instructing",3.5,2.93536723163842,2.74898876404494,1.19960125652818,TRUE
"11-9179.02","2.B.1.f","Service Orientation",3.88,2.93536723163842,2.91606741573034,1.25364911348325,TRUE
"11-9179.02","2.B.2.i","Complex Problem Solving",3.38,2.93536723163842,3.12011235955056,1.02067693035603,TRUE
"11-9179.02","2.B.3.a","Operations Analysis",1.62,2.93536723163842,1.88168539325843,0.811166176191795,FALSE
"11-9179.02","2.B.3.b","Technology Design",1.88,2.93536723163842,1.65910112359551,1.06764488619359,TRUE
"11-9179.02","2.B.3.c","Equipment Selection",1.38,2.93536723163842,1.89595505617978,0.685792735946452,FALSE
"11-9179.02","2.B.3.d","Installation",1,2.93536723163842,1.23404494382022,0.763503189142141,FALSE
"11-9179.02","2.B.3.e","Programming",1.5,2.93536723163842,1.46056179775281,0.967638532927318,FALSE
"11-9179.02","2.B.3.g","Operations Monitoring",2.62,2.93536723163842,2.78752808988764,0.885571989158456,FALSE
"11-9179.02","2.B.3.h","Operation and Control",2,2.93536723163842,2.48112359550562,0.759492394379869,FALSE
"11-9179.02","2.B.3.j","Equipment Maintenance",1,2.93536723163842,1.85516853932584,0.507876901844112,FALSE
"11-9179.02","2.B.3.k","Troubleshooting",2,2.93536723163842,2.20707865168539,0.853795807804117,FALSE
"11-9179.02","2.B.3.l","Repairing",1,2.93536723163842,1.83280898876404,0.514072800781519,FALSE
"11-9179.02","2.B.3.m","Quality Control Analysis",2.5,2.93536723163842,2.5647191011236,0.918421484967596,FALSE
"11-9179.02","2.B.4.e","Judgment and Decision Making",3.75,2.93536723163842,3.20876404494382,1.10112169002751,TRUE
"11-9179.02","2.B.4.g","Systems Analysis",3.38,2.93536723163842,2.56865168539326,1.23980480639765,TRUE
"11-9179.02","2.B.4.h","Systems Evaluation",3.25,2.93536723163842,2.49292134831461,1.22833440576155,TRUE
"11-9179.02","2.B.5.a","Time Management",3.75,2.93536723163842,3.05786516853933,1.15545960770919,TRUE
"11-9179.02","2.B.5.b","Management of Financial Resources",3.12,2.93536723163842,1.81606741573034,1.61869289378248,TRUE
"11-9179.02","2.B.5.c","Management of Material Resources",3,2.93536723163842,1.97,1.4348181474388,TRUE
"11-9179.02","2.B.5.d","Management of Personnel Resources",3.88,2.93536723163842,2.62516853932584,1.39256785833893,TRUE
"11-9179.02","2.C.1.a","Administration and Management",4.18,2.93536723163842,2.9025,1.35689388652306,TRUE
"11-9179.02","2.C.1.b","Administrative",4.38,2.93536723163842,2.67073529411765,1.54520141503836,TRUE
"11-9179.02","2.C.1.c","Economics and Accounting",3.22,2.93536723163842,2.10279411764706,1.44278278126559,TRUE
"11-9179.02","2.C.1.d","Sales and Marketing",3.43,2.93536723163842,2.12558823529412,1.52039633752131,TRUE
"11-9179.02","2.C.1.e","Customer and Personal Service",4.29,2.93536723163842,3.62014705882353,1.11653646591457,TRUE
"11-9179.02","2.C.1.f","Personnel and Human Resources",3.56,2.93536723163842,2.33029411764706,1.43939865149987,TRUE
"11-9179.02","2.C.10","Transportation",1.36,2.93536723163842,2.07617647058824,0.617186582334669,FALSE
"11-9179.02","2.C.2.a","Production and Processing",1.83,2.93536723163842,2.37367647058824,0.72639257672294,FALSE
"11-9179.02","2.C.2.b","Food Production",1.08,2.93536723163842,1.23014705882353,0.827196246875367,FALSE
"11-9179.02","2.C.3.a","Computers and Electronics",2.57,2.93536723163842,2.92455882352941,0.82796998761237,FALSE
"11-9179.02","2.C.3.b","Engineering and Technology",1.37,2.93536723163842,2.32308823529412,0.555644083206378,FALSE
"11-9179.02","2.C.3.c","Design",1.46,2.93536723163842,2.00735294117647,0.685284564066216,FALSE
"11-9179.02","2.C.3.d","Building and Construction",1.01,2.93536723163842,1.74323529411765,0.545892585965947,FALSE
"11-9179.02","2.C.3.e","Mechanical",1.67,2.93536723163842,2.49117647058824,0.631616999570258,FALSE
"11-9179.02","2.C.4.a","Mathematics",3.38,2.93536723163842,3.13926470588235,1.0144498804273,TRUE
"11-9179.02","2.C.4.b","Physics",1.04,2.93536723163842,2.11941176470588,0.462338256527286,FALSE
"11-9179.02","2.C.4.c","Chemistry",1.68,2.93536723163842,2.35205882352941,0.672981204559864,FALSE
"11-9179.02","2.C.4.d","Biology",1.57,2.93536723163842,2.31617647058824,0.638660180483629,FALSE
"11-9179.02","2.C.4.e","Psychology",2.84,2.93536723163842,2.52632352941176,1.05918349699781,TRUE
"11-9179.02","2.C.4.f","Sociology and Anthropology",1.68,2.93536723163842,1.83544117647059,0.8624037645806,FALSE
"11-9179.02","2.C.4.g","Geography",1.45,2.93536723163842,1.71838235294118,0.795041924389692,FALSE
"11-9179.02","2.C.5.a","Medicine and Dentistry",2.2,2.93536723163842,2.40441176470588,0.862096077202819,FALSE
"11-9179.02","2.C.5.b","Therapy and Counseling",2.55,2.93536723163842,1.95088235294118,1.23154683534046,TRUE
"11-9179.02","2.C.6","Education and Training",3.67,2.93536723163842,2.99926470588235,1.152903877165,TRUE
"11-9179.02","2.C.7.a","English Language",3.92,2.93536723163842,3.66367647058824,1.00811664191538,TRUE
"11-9179.02","2.C.7.b","Foreign Language",1.35,2.93536723163842,1.66191176470588,0.76536330912225,FALSE
"11-9179.02","2.C.7.c","Fine Arts",1,2.93536723163842,1.16147058823529,0.811210597750068,FALSE
"11-9179.02","2.C.7.d","History and Archeology",1,2.93536723163842,1.31720588235294,0.715299910799379,FALSE
"11-9179.02","2.C.7.e","Philosophy and Theology",1.28,2.93536723163842,1.5575,0.774325829980025,FALSE
"11-9179.02","2.C.8.a","Public Safety and Security",1.85,2.93536723163842,2.80867647058824,0.620600105079092,FALSE
"11-9179.02","2.C.8.b","Law and Government",1.73,2.93536723163842,2.42441176470588,0.672328548512797,FALSE
"11-9179.02","2.C.9.a","Telecommunications",2.38,2.93536723163842,2.07720588235294,1.07954125992577,TRUE
"11-9179.02","2.C.9.b","Communications and Media",2.8,2.93536723163842,2.18676470588235,1.20641799884896,TRUE
"11-9179.02","4.A.1.a.1","Getting Information",4.25,2.93536723163842,4.26205882352941,0.939531451569169,FALSE
"11-9179.02","4.A.1.a.2","Monitoring Processes, Materials, or Surroundings",4.54,2.93536723163842,3.71411764705882,1.15170705997293,TRUE
"11-9179.02","4.A.1.b.1","Identifying Objects, Actions, and Events",4.16,2.93536723163842,3.90808823529412,1.0029304162666,TRUE
"11-9179.02","4.A.1.b.2","Inspecting Equipment, Structures, or Materials",3.78,2.93536723163842,3.39470588235294,1.04913525029863,TRUE
"11-9179.02","4.A.1.b.3","Estimating the Quantifiable Characteristics of Products, Events, or Information",3.49,2.93536723163842,3.16132352941176,1.04015560964762,TRUE
"11-9179.02","4.A.2.a.1","Judging the Qualities of Objects, Services, or People",4,2.93536723163842,3.37911764705882,1.11531748647054,TRUE
"11-9179.02","4.A.2.a.2","Processing Information",3.78,2.93536723163842,3.68088235294118,0.96756844258464,FALSE
"11-9179.02","4.A.2.a.3","Evaluating Information to Determine Compliance with Standards",4.06,2.93536723163842,3.6875,1.03737514186169,TRUE
